Date,Territoire,Sujet,Thème,Nbre d'article,Qualité du retour,Média,Articles,Qualité du retour2,Tonalité,sentiment,factuel
02/28/2024,Nord,"Zuytpeene : Un camion se renverse, pas de blessés mais des foyers
sans électricité",divers,2.0,factuel,la voix du nord ,"Vers 18h30, un camion frigorifique s’est renversé entre Bavinchove
et Zuytpeene sur la D138. Le chauffeur biélorusse raconte s’être ai
déporter sur sa droite afin d’éviter un autre camion venant de face
ce qu’il l’a fait versé au fossé.
Consultez l’actualité en vidéo
Les équipes du Département, de Noréade et d’Enedis sont rapidement
intervenues et aucun blessé n’est à déplorer. Cependant, le
poids lourd s’est renversé sous une ligne à haute tension. Pour pouvoir
intervenir l’électricité a été coupée privant de courantune une
dizaine de maisons environnantes.
De même, une bouche à incendie a été endommagée durant
l’accident mais selon Noréade, « la conduite d’eau n’a pas été touchée
ce qui a permis de rétablir l’eau dans la dizaine
d’habitations. »
Un câble de fibre optique a été touché ce qui pourrait causer des
coupures d’internet.
Le maire de Zuytpeene Christian Bellynck était présent sur place.
La route a été coupée et les agents d’Enedis interviennent actuellement,
l’électricité devrait revenir rapidement dans les foyers
concernés par la coupure.",Factuel ,factuel ,neutre,True
02/29/2024,Pas-de-Calais,Une soirée « branchée »,reseau,1.0,positif nuance,l'abeille de la Ternoise,"L a soirée tartiflette du comité
des fêtes a réuni samedi
soir 60 convives. Et un
repas animé, plus que prévu.
Saluons la nouvelle initiative
de l'association de proposer
une soirée tartiflette cette année
après sa précédente soirée
crêpes. Des tartiflettes, qui
plus est, faîtes maison par les
membres du comité.
Et une soirée avec une animation...
électrique ? Merci à la
participation du groupe « Electrogène
» mis en place avant
l'intervention d'Énedis dans la
soirée ! Encore un peu de
stress pour Cathy Brassart
avant de « passer la main» à la
tête du comité. Prochain événement
? La ducasse-brocante
de juin.",Positif nuancé ,positif nuancé ,positif,False
03/01/2024,Nord,"Les services d'Enedis mobilisés ce matin après un incendie
à Bourbourg",divers,1.0,factuel,Delta FM,,Factuel,factuel,neutre,True
03/01/2024,Nord,"Mouvements, Auchan France",divers,1.0,factuel,Eco 121,,Factuel,factuel,neutre,True
03/01/2024,Pas-de-Calais,"Les agents d’Enedis, à bout de nerfs, se mettent en grève",greves,4.0,negatif nuance,Nord Littoral,"C harles Piquet
Les camions bleus vont rester
au parking aujourd’hui. Jeudi
29 février, un mouvement de
grève surprise a eu lieu au niveau
des agences Enedis du
Nord-Pas-de-Calais. Depuis 7 h
45, les agences du littoral, de
Berck à Dunkerque en passant
par Boulogne, mais aussi du
bassin minier à la métropole
lilloise, sont en grève.
Une prime revue à la baisse
qui étonne
À Calais, ils sont une trentaine
à avoir fait le piquet de grève,
dont 12 agents qui interviennent
sur le réseau. « C’est
une action des agents, la direction
nous y a poussés », explique
Arnaud Lépine, délégué
syndical CGT à Calais.
Tout part d’un mail de la direction,
reçu la veille que nous
avons pu consulter. « La direction
est revenue sur les critères
de la prime
d’intéressement cette année.
On a un temps de coupure supérieur
à la moyenne. Or, si le
temps moyen est trop long, la
prime est revue à la baisse. »
De 1 500, elle passerait autour
de 700 euros, affirme le syndicaliste.
« Ce n’est pas rien, admet
tout de même Arnaud Lépine.
Mais quand le groupe fait
des bénéfices énormes et que
d’autres collègues du groupe
EDF ont une prime, on n’est
pas pris en compte. »
Peu de moyens face aux
tempêtes
Outre la prime, c’est surtout
les conditions de travail qui
s’avèrent difficiles pour les
agents. « On a dû gérer les
tempêtes, les inondations. Pendant
les négociations de la
prime par exemple, on n’était
pas là car il y avait des tempêtes.
Des collègues sont partis
en renforts en Normandie,
en Bretagne, à la Réunion. En
plus des urgences, il y a les logements,
les bornes électriques.
On est sous-dimensionné
. » Si bien que des passages
en renforts dans les arrondissements
voisins ne sont pas
rares.
« On voulait surtout montrer à
la direction qu’on est capable
de tout bloquer en même
temps. »
La manifestation a eu lieu en
simultané dans la région. Arnaud
Lépine affirme qu’une
équipe d’astreinte est maintenue
sur Calais, « pour ne pas
porter préjudice aux gens. On
voulait surtout montrer à la direction
qu’on est capable de
tout bloquer en même temps.",Négatif nuancé,négatif nuancé,negatif,False
03/02/2024,Pas de calais,Un appartement prend l'eau à Boulogne sur mer: 2cm d'eau sous le plancher,divers,1.0,factuel,Nord littoral,,Factuel,factuel,neutre,True
03/02/2024,Pas-de-Calais,Des coupures de courant à prévoir à Béthune,reseau,2.0,factuel,Nord éclair,,Factuel,factuel,neutre,True
03/03/2024,Pas-de-Calais,Belle réactivité suite à un poid lourd renversé,prevention,1.0,positif nuance,la voix du nord ,"elle réactivité
« Tout le monde a bien travaillé
! » Voilà ce qu’a lancé
Christian Bellynck, maire de
Zuytpeene, lors du dépannage
d’un camion qui s’est renversé
dans le fossé mercredi soir.
Cet accident, qui n’a fait aucun
blessé, a, en revanche, causé
par mal de problème. D’abord,
le poids lourd a percuté une
borne incendie, obligeant Noréade,
en charge de la distribution
de l’eau, à couper le robinet.
Puis, les dépanneurs ont
demandé l’intervention
d’Enedis pour couper le courant
pour pouvoir tirer avec
des câbles en hauteur le camion,
stoppé sous des lignes à
haute tension. La gendarmerie
est venue sur place et un camion
du Département a coupé
la route pour éviter un bouchon
sur cet axe assez fréquenté
en fin de journée.
Une mobilisation rapide et très
efficace qui a permis que tout
rentre dans l’ordre dans la soirée.
C’est ça aussi les services
publics au service de la population.
G. SG.",Positif nuancé ,positif nuancé ,positif,False
03/03/2024,Pas-de-Calais,La circulation perturbée par des travaux sur une ligne électrique,reseau,1.0,factuel,la voix du nord ,"L a circulation perturbée
par
des travaux sur une ligne
électrique
Souastre. Depuis mi-février,
des travaux entrepris par Enedis
sont en cours dans la commune.
Ils consistent à enfouir
une ligne à haute tension, actuellement
en aérien. Plusieurs
rues sont concernées par ces
travaux. Une tranchée a été
réalisée dans la rue de Foncquevillers
(D6) ainsi que dans
une partie de la rue de Bienvillers-
au-Bois (D2).
Pendant la durée de ces travaux,
des restrictions de circulation
sont mises en place. La
circulation se fait de manière
alternée et régulée par des
feux tricolores. Par ailleurs, la
vitesse est limitée à 30 km/
heure. Les travaux devraient
encore durer une quinzaine de
jours.
des élèves participent à un
chantier nature au grand
marais
Étaing. Les élèves de l’école
du village des classes de CE2,
CM1 et CM2 ont été associés à
un chaniter nature au Grand
Marais. Une partie du projet a
été vue en classe, une autre a
eu lieu avant les vacances scolaires
sur les berges du marais.
Sous l’oeil attentif de Madame
Félix, professeur des écoles, de
Grégory Modeste, animateur
nature d’EDEN 62, et encadré
par Hugo, chef de secteur
EDEN 62, les élèves les pieds
dans l’eau et munis de sécateurs
ont procédé à la coupe
de rejets de saule.
Ce chantier a pour but d’éviter
que la mare ne se boise et devienne
moins favorable à la
biodiversité. Pendant deux
heures, les élèves ont rendu un
site bien dégagé, aéré et
propre. Fiers de leur travail",Factuel,factuel,neutre,True
03/04/2024,Nord,"Dunkerque : après l’incendie au Dyck, les gérants s’activent pour
rouvrir le plus vite possible",client,2.0,positif,la voix du nord ,"Que les friands de poutine se rassurent, « Le Dyck va rouvrir ». Jérôme
Herbaut, compagnon de la gérante Ha Tran Thi Minh, le garantit.
Quand ? La réponse est moins assurée. « Tout dépendra des
assurances et de divers délais dont nous dépendons, ajoute le professionnel
ce lundi, alors en plein état des lieux avec experts et entrepreneurs.
Mais on fait tout pour rouvrir l’établissement le plus
tôt possible. On va se dépêcher et dès que nous avons le feu vert,
on accueillera de nouveau les clients. » L’adresse connue du Dunkerquois
pour ses plats généreux et son accueil chaleureux, pourrait
rester fermée durant plusieurs mois, estiment les gérants.
Une cuisine entière à refaire
Ce vendredi matin, pendant la préparation du service du midi, le
restaurant a été victime d’un incendie, déclenché par un feu de friteuse.
Ravagée par les flammes, la cuisine située à l’arrière de la
salle de restauration, a été entièrement détruite. « Il faut tout refaire
et tout rééquiper : gazinière, frigo, etc. » L’espace dédié aux
clients nécessite quant à lui un bon nettoyage : « L’entreprise locale
SNEM (Armbouts-Cappel) va effectuer deux passages, un premier
nettoyage de décontamination et un second juste avant la réouverture
», poursuit Jérôme Herbaut, qui souligne le professionnalisme
et la rapidité des secours ayant évité une propagation du feu à la
salle. « Les pompiers ont été très réactifs. En cinq minutes, ils
étaient sur place. Tout comme Enedis et la société de gaz. Ils ont
fait un boulot exceptionnel, tout remis en sécurité. Grâce à tout ça,
la salle n’a pas été atteinte, hormis par les suies Un peu abattus moralement, les gérants étaient à pied d’oeuvre dès
le vendredi après-midi. « On est commerçants, on voudrait rouvrir
tout de suite si c’était possible. On fait tout pour repartir », insiste
Jérôme Herbaut.",Positif,positif,positif,False
03/06/2024,Nord,"Une explosion ravage une maison, rue de la Petite Chapelle",divers,3.0,factuel,La Phare dunkerquois,"ne explosion ravage
une maison, rue de la
Petite Chapelle
Il est 9 h 20 ce vendredi 1er
mars, une explosion retentit
rue de la Petite Chapelle. Personne
ne se trouvait dans la
maison lors des faits. La propriétaire
est une femme âgée,
partie avec sa fille lorsque
l’incident s’est déclaré. Seul un
petit garçon se trouvait dans la
maison voisine, il a rapidement
été mis en sécurité.
Une enquête permettra de déterminer
les causes de
l’explosion. Les lieux ne sont
plus habitables, la propriétaire
est relogée dans la famille.
Sont intervenus une quinzaine
de pompiers, à la fois de Gravelines,
de Loon-Plage, de Fort-
Mardyck ou encore
d’Hazebrouck. Trois lances
étaient sorties pour l’extinction
: une sur l’échelle et deux de
plain-pied. La gendarmerie, la
police municipale, des techniciens
GRDF et Enedis ainsi que
des agents communaux étaient
présents sur place.
Zuytpeene/Bavinchove
Un poids-lourd se renverse
dans le fossé
Un camion est tombé dans le
fossé sur la route entre Zuytpeene
et Bavinchove, le mercredi
28 février, aux alentours
de 18 h 30. Aucun blessé n’est
à déplorer. Le camion a été dégagé.
Selon nos confrères de la
Voix du Nord, l’intervention a
occasionné une coupure
d’électricité car le véhicule est
tombé sous une ligne à haute
tension.",Factuel,factuel,neutre,True
03/06/2024,Nord,"Stationnement interdit Place du Général-de-Gaulle en raison
de travaux",reseau,2.0,factuel,Le journal des Flandres,"S tationnement interdit
À compter du lundi 11 mars, et
pour une durée estimée à 30
jours, le stationnement sera interdit
et la circulation limitée à
30 km/h dans ces endroits de
la commune :
- Place du Général-de-Gaulle,
- Ruelle de l’Église,
- Route de Bergues depuis la
place jusqu’à la rue du Cimetière,
- et enfin rue du Cimetière.
Ces mesures sont mises en
place dans le cadre de travaux
réalisés par Enedis.
Une signalisation réglementaire
sera mise en place.
Il y aura notamment la pose de
feux tricolores lorsque la circulation
se fera en sens unique
alternée.
Les restrictions seront effectives
à compter de la mise en
place de la signalisation temporaire
et prendront fin lors de
son retrait",Factuel,factuel,neutre,True
03/06/2024,Nord,Un incendie rapidement maîtrisé dans une maison à Sebourg,divers,2.0,factuel,La voix du Nord ,"De gros moyens ont été déployés par les pompiers pour éteindre ce début
d’incendie. - De gros moyens ont été déployés par les pompiers pour
éteindre ce début d’incendie.
L’incendie s’est déclaré dans une maison de la route Départementale
50 à Sebourg, à proximité du centre-bourg.
Les propriétaires absents du domicile, ce sont les voisins qui ont
alerté les pompiers en voyant de la fumée s’échapper de la maison.
De nombreux véhicules ont été dépêchés sur place ainsi qu’une
équipe d’ENEDIS et d’ERDF.
Fort heureusement, le feu a été rapidement maîtrisé par les pompiers,
mais une enquête est en cours pour déterminer les causes de
cet incident qui semble avoir pris sa source au niveau du plancher
sans en connaître les causes et origines.",Factuel,factuel,neutre,True
03/06/2024,Pas-de-Calais,"Un départ de feu dans la dépendance d’une habitation à
Ficheux",divers,1.0,factuel,La voix du Nord ,"Les pompiers de Bucquoy et d’Arras à la fin de leur intervention, mercredi
vers 18 h. - Les pompiers de Bucquoy et d’Arras à la fin de leur intervention,
mercredi vers 18 h.
Les sapeurs-pompiers de Bucquoy et d’Arras sont intervenus rapidement,
mercredi en fin d’après-midi pour alerte à l’incendie chez
un particulier, au 10, rue de l’Abbiette à Ficheux. La mère de famille
s’est heureusement rendue compte à temps du départ de feu
qui a eu lieu dans la buanderie de la longère.
On ignore encore l’origine du feu qui a rapidement pris et détruit
des appareils ménagers et une pompe à chaleur. L’incendie qui aurait
pu se propager par le parquet a heureusement pu être contenu
à cette seule pièce. Les pompiers ont mis en place deux fourgons
pompe-tonne et avaient prévu une grande échelle ainsi qu’un véhicule
de soutien pour convoyer l’eau. Les gendarmes de Beaumetzlès-
Loges et le maire de Ficheux, David Tison, étaient sur place ainsi
qu’un technicien d’Enedis.",Factuel,factuel,neutre,True
03/07/2024,Pas-de-Calais,Le périmètre du chantier s'agrandit,reseau,3.0,factuel,l'abeille de la Ternoise,"Jusqu'en septembre, entre travaux
sur le réseau d'eau potable
(Agglo) et transformation
de la voirie, trottoirs, création
d'un terre-plein végétal et d'un
rond-point (ville), plusieurs
phases sur trois tronçons vont
s'enchaîner. On fait le point.
Tronçon 1 : entre la
rue Lamendin et la
caisse d'épargne
La partie basse de la rue, c'està-
dire entre le feu de la rue Lamendin
et le feu de la Caisse
d'épargne, a été la première à
être barrée pour des travaux
réalisés par l'Agglo, sur le réseau
d'eau potable. Des travaux
qui ont pris un peu de retard
en raison des intempéries,
« mais que l'on devrait pouvoir
rattraper » rassure le maire,
Ludovic Pajot.
La ville, par le biais de plusieurs
entreprises, va reprendre
le tronçon pour la
transformation de la rue à partir
du 4 mars jusqu'à fin juin,
incluant les travaux Énedis qui
seront effectués les deux premières
semaines de mai.
Les travaux viennent de s'étirer
jusqu'au feu de la gare routière et
la rue Bouillez qui passe dans
l'autre sens de circulation.
Tronçon 2 : entre les
feux de la caisse
d'épargne et de la
gare routière
Les travaux pour le compte de
l'Agglo et pour la ville ont débuté
le 26 février entre le feu
de la caisse d'épargne et celui
de la gare routière. Une fois
les travaux sur le réseau d'eau
finit, la ville poursuivra ses travaux
jusque mi-mai, comprenant
l'aménagement d'un rondpoint
aux pieds de la Caisse
d'épargne.
La rue Cadot est barrée entièrement
entre le feu de la rue
Lamendin et celui de la gare
routière et sur le bout de la rue
du conseil de l'Europe jusqu'au
17 mai. Une circulation en alternance
ponctuelle sera appliquée
du 27 mai au 21 juin.
Tronçon 3 : la « côte
des grands bureaux
»
À partir du 21 mai, l'Agglo entamera
ses travaux du feu de la
gare routière à la rue Dussart,
soit sur ce qu'on appelle encore
la « côte des grands bureaux
». Les travaux pour le
compte de la ville vont
s'enchaîner du 24 juin au 13
septembre. Ce tronçon sera
barré du 21 mai au 16 août et
une circulation alternée ponctuelle
prévue du 19 août au 13
septembre.
Accès aux
commerces : les
rues Bouillez et
Doyelle changent de
sens
Tous les commerces de la rue
Cadot restent ouverts et accessibles
à pieds durant les travaux.
Des déviations ont été
mises en place, notamment
afin d'accéder au parking
Doyelle (à côté de l'hôtel de
ville), le plus proche des magasins.
Initialement prévue dans
les deux sens de circulation,
pour des raisons de sécurité en
relation avec le collège Signoret,
la rue Bouillez (face au feu
de la gare routière) reste fina‐lement en sens unique mais
dans l'autre sens de circulation,
depuis la rue Cadot vers
l'agence Véolia. L'accès au parking
est fléché via la déviation
rue Bouillez inversée et la rue
du commandant Lherminier,
puis la rue Doyelle qui a également
changé de sens depuis la
rue Lamendin vers le parking.",Factuel,factuel,neutre,True
03/08/2024,Nord,Deuxième incendie en quelques mois dans la même maison,divers,1.0,positif nuance,Le courrier de Fourmies,"S
Le logement inoccupé
depuis le 1erincendie
a complètement
été ravagé par
les flammes.
amedi 2 mars, vers 5
heures, les sapeurs-pompiers
des casernes de Fourmies,
Trélon et Avesnes-sur-
Helpe ont été appelés pour un
feu de maison rue de Lille à
Fourmies. La maison a été
complètement ravagée par les
flammes. Heureusement, les
habitations mitoyennes n’ont
pas été impactées. Enedis est
intervenu rapidement sur les
lieux, afin de sécuriser
l’intervention des soldats du
feu. Le quartier est resté plongé
dans le noir pendant environ
deux heures. Les pompiers
ont déployé la grande échelle
afin d’éteindre la toiture et la
charpente en feu. Une enquête
a été ouverte par la gendarmerie
afin de déterminer les circonstances
de cet incendie qui
d’après le voisinage, ne laisse
pas de place au doute.
DEUXIÈME
INCENDIE EN
QUELQUES MOIS
Un incendie avait déjà eu lieu à
cette même adresse le 1 novembre
2023, provenant visiblement
d’un matelas en feu
que le propriétaire avait essayé
d’éteindre lui-même et qui lui
avait occasionné des brulures.
Depuis, ce dernier était relogé
dans sa famille.",Positif nuancé ,positif nuancé ,positif,False
03/08/2024,Pas-de-Calais,Plusieurs quartiers de Calais sont en travaux,reseau,1.0,factuel,Nord littoral,"hloé Martins
1 Avenue Antoine
de Saint-Exupéry Du 19 février
au 29 mars, des travaux
sont réalisés sur l’avenue Antoine
de Saint-Exupery, entre la
rue Fossey et la rue Henri Matisse.
De ce fait, la chaussée
est rétrécie sur une voie de circulation
dans le sens Marck-
Calais avec une limitation de
vitesse à 30 km/h. Une déviation
a été mise en place pour le
sens de circulation Calais-
Marck. Les travaux ont lieu
afin de créer une extension
souterraine du réseau électrique
Enedis. Le stationnement
sera interdit le temps des
travaux. L’accès aux commerces
reste accessible.
2 Route de Gravelines Les
travaux sur la route de Gravelines
ont débuté en septembre
2022. Le but est d’améliorer la
circulation, inciter à ralentir et
d’interdire le passage des camions.
De septembre 2022 à
juin 2023, le chantier concernait
la rue du Nord jusqu’au
croisement de la rue du pont-
Trouille.
Et depuis fin juillet 2023, les
travaux ont débuté de la rue du
pont Trouille jusqu’à la ferme
équestre située à la sortie de la
ville. Les riverains verront la
fin du chantier pour décembre
2024. Les pluies abondantes et
les jours de gel ont ralenti la
cadence. Mais pour le moment,
la bordure est terminée et les
trottoirs sont en cours
d’aménagement sur le tronçon
situé entre le chemin du Pont-
Trouille et la rue des Mouettes.
Les travaux de l'enrobé entre
le chemin du Pont-Trouille et le
lotissement des Platanes ainsi
que les bordures de
l’accotement en face des habitations
sont finis. Depuis la mifévrier,
quelques mâts
d’éclairage ont été posés. Le
dernier tronçon, situé entre la
rue des Mouettes et la sortie
de la ville, sera attaqué dans la
foulée.
3 Place Condé Depuis le 15
janvier, des travaux de rénovation
et de réaménagement sont
en cours, place Condé. Pour réduire
les désagréments pour
les riverains et les usagers, le
chantier sera établi en deux
phases. La première
s’achèvera le 31 mars 2024.
Pendant cette période, la rue
du Maréchal Soult est barrée,
et pour les rues Jeanne d’Arc
et du Maréchal Kellerman, la
chaussée est réduite et le sens
de circulation dans ces rues est
modifié. La deuxième phase
concernera les rues Bara, Marceau
et du Guesclin. Ainsi, les
travaux de réaménagement et
d’embellissement du square
Joffre sont en cours. Le chantier
prendra fin au début de
l’été 2024.
4 Pont du Leu Actuellement,
l’ancienne friche Total du chemin
des Régniers est en rénovation
afin de créer un lieu de
convivialité. L’aménagement de
cet espace comprendra le déplacement
du quai de bus et de
la station de vélos en libre-service
située quelques mètres
plus loin, la réhabilitation de
l’espace, la création d’une zone
paysagère équipée d’une aire
de jeux, la création d’un espace
de stationnement (26
places + 1 PMR) et la remise
en état des trottoirs. La fin des
travaux est prévue pour le début
de l’été.
5 Pont de la Batellerie Du 6
mars au 15 mars 2024, la circulation
sur le pont de la Batellerie
est interdite. Avec le
risque important de crues dans
le Calaisis, un travail de pompage
est effectué à cet endroit.
Des déviations ont été mises en
place.
6 Rénovation de la voie
mère Les rénovations de la
voie mère à Calais continuent.
La modernisation de la voie
ferrée existante répondra à
l’accroissement du trafic du
port de Calais. La rénovation
de la voie est en cours sur le
passage à niveau 161 (piétons
vers le quai du Danube). Le passage à niveau 161 piétons
est d’ores et déjà fermé et la
circulation interdite entre la
rue Paul Bert et le quai du Danube.
Elle sera aussi interdite
à la circulation du 4 mars au 9
mars et du 11 mars au 16
mars. ■
La voix ferrée est fermée jusqu’au
16 mars.",Factuel,factuel,neutre,True
03/08/2024,Nord,"Le conducteur perd le contrôle de son auto qui percute le poteau
électrique",divers,2.0,factuel,la voix du nord ,"départementale
424 entre Haut-Lieu et Cartignies. C’est là que le
conducteur d’un véhicule en provenance de Cartignies et se dirigeant
vers Avesnes-sur-Helpe a perdu le contrôle de sa voiture, laquelle
a percuté un poteau électrique sur la gauche peu après une
maison à la façade claire. Le véhicule a été enlevé par un dépanneur
tandis que les pompiers assuraient les secours nécessaires et
que les gendarmes réglaient le trafic routier ralenti sur cet axe assez
fréquenté de l’Avesnois. Vendredi, à 21 h 58, les gendarmes
étaient toujours sur place tout comme les agents d’Enedis. Le poteau
électrique étant à terre, ceux-ci s’affairaient à oeuvrer à ce que
l’électricité soit rétablie comme auparavant.",Factuel,factuel,neutre,True
03/10/2024,Pas-de-Calais,"Vols par ruse : les conseils, trucs et astuces de la brigade de la
sécurité du quotidien de Lens",divers,3.0,factuel,la voix du nord ,"Le vol par ruse, quèsaco ? On voit l’idée mais ça n’existe pas
dans le Code pénal qui, dans ses pages, parle de « vol à la fausse
qualité » ou de « vol aggravé », s’il s’accompagne de circonstances
aggravantes. Exemple : s’il est commis sur des personnes vulnérables
et/ou âgées. Le vol commis sur celles-ci est passible de sept
ans de prison et de 100 000 euros d’amende.
Demander la carte professionnelle. Un individu sonne chez vous
et explique être mandaté par Enedis, Veolia, la mairie pour une intervention.
Ça arrive mais, primo, « il doit être en capacité de vous
présenter une carte professionnelle ». Sachez ensuite que « les
gens qui font du démarchage doivent se déclarer en mairie, donc
appelez votre mairie pour confirmer avant de les faire entrer », recommande
le brigadier-chef Eric Wyzuj. Par ailleurs, la carte professionnelle
des « vrais » policiers est désormais au format carte
d’identité et munie d’une puce (le grand format frappé des bandes
tricolores façon « Inspecteur La Bavure », on oublie !). Policiers qui
ne démarchent jamais à domicile. Parmi les numéros utiles pour vérifier
le motif de la visite : Veolia au 0 321 140 202 ; Engie au 0 800
100 052 et, bien sûr, la police et gendarmerie au 17.
Déjouer l’urgence. Une personne malintentionnée aura tôt fait
d’invoquer un caractère d’urgence à sa visite inopinée : des tuiles
qui tombent du toit, une fuite d’eau, de gaz, etc. La meilleure réponse
est de tenter de différer sa tentative d’intervention : « Vous
pouvez dire que votre petit-fils ou votre voisin doit passer d’ici vingt minutes même si ça n’est pas vrai. Dans ce genre de situation,
il ne faut pas hésiter à mentir ! » C’est un policier qui le dit.
Ne pas faire rentrer chez soi… trop vite. Les gens du Nord sont
chaleureux mais le revers de la médaille est là : ils ont tendance à
ouvrir facilement leurs portes et les escrocs en jouent. « On ouvre
sa porte mais on fait poser un entrebâilleur, ou une chaînette ou un
judas », développe le policier. Et en tout état de cause, « ne laissez
pas une personne seule dans la pièce, même si elle vous demande
un verre d’eau ».
En vrac, au quotidien. Privilégier le port du sac en bandoulière et
« du côté du mur », pour prévenir des vols à l’arraché ; ne mettez
jamais « Veuve Une telle » sur votre boîte aux lettres qui signale
une personne seule à son domicile ; ne gardez pas de bijoux ou de
fortes sommes d’argent chez vous, dans la mesure où « les voleurs
connaissent les cachettes de type boîtes de conserve, frigos, placards
et tiroirs de vêtements… »
À propos de la carte bleue. Foi de flic : « Vous n’imaginez pas le
nombre de gens qui se font avoir en ayant leur code de carte bleue
inscrit dans leur portefeuille… » Très mauvaise idée mais si vraiment
vous craignez les trous de mémoire, il est possible de filouter
et d’inscrire ces fameux quatre chiffres au bout d’un des numéros
de téléphone de votre répertoire, sous un nom inventé. Et cela va
sans dire : au distributeur de billets, on masque le clavier avec sa
main.
Porter plainte, est-ce utile ? « On se dit que ça ne sert à rien »,
entendait-on dans la salle. Les policiers, eux, sont persuadés du
contraire : « Les données, une fois rentrées dans notre fichier,
peuvent permettre d’identifier un mode opératoire, d’établir des
rapprochements avec une autre affaire ou une zone concernée par
un certain type de faits de délinquance… » Donc, ça n’est pas la garantie
d’un résultat mais ça reste mieux que rien et « il ne faut pas
avoir honte ».
À propos d’Internet. Les arnaques en ligne se multiplient avec
toujours plus d’imagination. Ainsi, l’adresse « https » communément
admise comme protectrice, ne l’est plus à 100 % (voir les arnaques
aux amendes…) Pour sécuriser les paiements en ligne, certaines
banques proposent des cartes à cryptogramme dynamique –
le cryptogramme change de lui-même au gré des transactions. Évidemment,
ce service se paye et l’offre demeure limitée.
Un site et une appli. Le site, c’est le dispositif THESEE sur service-
public.fr qui permet, dans certains cas, de porter plainte ou signaler
l’infraction en ligne. L’application, c’est Ma sécurité qui offre
une nouvelle possibilité d’être assisté par un gendarme ou un policier,
à toute heure de la journée.",Factuel,factuel,neutre,True
03/12/2024,Pas-de-Calais,Évin-Malmaison : l’école Dolto évacuée après une panne électrique,reseau,3.0,factuel,la voix du nord ,"C’est vers 8 h 50 que l’alerte a été donnée par le personnel de
l’établissement alors qu’une odeur de brûlé se répandait dans trois
classes de l’école maternelle. Les sapeurs-pompiers d’Hénin-Beaumont
se sont rendus sur place et ont constaté un dysfonctionnement
sur la ventilation. Par précaution, les élèves ont été évacués
et récupérés par leurs parents.
Des agents d’Enedis se sont également rendus à l’école pour procéder
à des vérifications. C’est une panne électrique qui serait à
l’origine de l’odeur de brûlé. Après réparations, les élèves ont repris
les cours normalement cet après-midi.",Factuel,factuel,neutre,True
03/12/2024,Nord,Le centre-ville de Wormhout en travaux pendant deux mois,reseau,2.0,factuel,la voix du nord ,"Depuis ce lundi, les grues ont envahi le centre-ville de Wormhout.
La raison ? Une intervention de l’opérateur Enedis sur le transformateur
situé près du pont de la ruelle de l’Église. « Les agents
d’Enedis vont déplacer le câble de cet équipement vers le transformateur
qui se trouve près du cimetière, afin de pouvoir basculer
dessus », explique Vincent Delmotte, adjoint au maire en charge
des travaux publics et de la voirie.
Pas de gêne pour les commerçants
Les travaux devraient durer deux mois selon la ville. Enedis doit intervenir
sur l’axe reliant la ruelle de l’Église à la rue du Cimetière,
incluant donc la route de Bergues et la place du Général-de-Gaulle,
mais par des interventions ponctuelles. Cela aura pour conséquence
des perturbations sur la circulation des véhicules, comme
une réduction de la vitesse à 30 km/h par endroits selon le lieu de
l’intervention. Question stationnement, l’adjoint se veut rassurant :
« Il n’y aura aucune gêne pour les commerçants de la place du Général-
de-Gaulle, les places de stationnement à proximité ne seront
pas affectées puisqu’il s’agira d’interventions minimes. » Pas
d’inquiétude également pour le service de transports en commun,
qui continuera à fonctionner.",Factuel,factuel,neutre,True
03/12/2024,Nord-Pas-de-Calais,"Enedis met en garde face
aux fraudes",client,3.0,factuel,BFM,,Factuel,factuel,neutre,True
03/12/2024,Nord,Séries Mania à Lille : comment Enedis se démène en coulisses pour raccorder le festival au réseau,transition ecologique,1.0,positif,Actu,,Positif,positif,positif,False
